
=== 执行时间: 2026-04-28 17:19:42 ===
处理总数: 2761 篇 | 成功添加: 2460 篇 | 跳过: 301 篇
✅ 成功 | ai/openclaw/20260303103501-我试用 OpenClaw7 天，决定把个人 AI 助理全部迁移过来-en.md | 匹配关键词: ai
✅ 成功 | ai/openclaw/20260303103001-OpenClaw 登顶 GitHub 全球趋势榜！248k Star 背后的故事.md | 匹配关键词: github
✅ 成功 | ai/openclaw/20260303103001-OpenClaw 登顶 GitHub 全球趋势榜！248k Star 背后的故事-en.md | 匹配关键词: github
✅ 成功 | ai/openclaw/20260303080000-0304直播.md | 匹配关键词: default
✅ 成功 | ai/openclaw/20260228172001-为什么学AI编程-3个让你无法拒绝的理由.md | 匹配关键词: ai
✅ 成功 | ai/openclaw/20260228171501-AI副业赚钱-我用AI月入过万的3个方法.md | 匹配关键词: ai
✅ 成功 | ai/openclaw/20260228171501-AI副业赚钱-我用AI月入过万的3个方法-en.md | 匹配关键词: ai
✅ 成功 | ai/openclaw/20260228171302-2026年AI趋势-这3个方向最赚钱.md | 匹配关键词: ai
✅ 成功 | ai/openclaw/20260228171302-2026年AI趋势-这3个方向最赚钱-en.md | 匹配关键词: ai
✅ 成功 | ai/openclaw/20260228171202-零基础学AI编程-30天速成计划.md | 匹配关键词: ai
✅ 成功 | ai/openclaw/20260228171202-零基础学AI编程-30天速成计划-en.md | 匹配关键词: ai
✅ 成功 | ai/openclaw/20260228171102-ChatGPT-vs-Claude-我花了500块实测告诉你.md | 匹配关键词: chatgpt
✅ 成功 | ai/openclaw/20260228171002-AI-Agent入门-从零搭建智能体.md | 匹配关键词: ai
✅ 成功 | ai/openclaw/20260228171002-AI-Agent入门-从零搭建智能体-en.md | 匹配关键词: ai
✅ 成功 | ai/openclaw/20260228170502-实测Claude-Code-3天真实体验.md | 匹配关键词: code
✅ 成功 | ai/openclaw/20260228170501-AI-Agent-从零搭建你的第一个智能体.md | 匹配关键词: ai
✅ 成功 | ai/openclaw/20260228170501-AI-Agent-从零搭建你的第一个智能体-en.md | 匹配关键词: ai
✅ 成功 | ai/openclaw/20260228170001-Claude-Code-终端里的AI程序员.md | 匹配关键词: code
✅ 成功 | ai/openclaw/20260228104204-老板说我一个人干了 5 个人的活.md | 匹配关键词: default
✅ 成功 | ai/openclaw/20260228104204-老板说我一个人干了 5 个人的活-en.md | 匹配关键词: default
✅ 成功 | ai/openclaw/20260228104204-我花了 3 万块买的 AI 课程.md | 匹配关键词: ai
✅ 成功 | ai/openclaw/20260228104204-我花了 3 万块买的 AI 课程-en.md | 匹配关键词: ai
✅ 成功 | ai/openclaw/20260228104204-我有 3 个朋友，用这个免费 AI 工具，每月多赚 2 万.md | 匹配关键词: ai
✅ 成功 | ai/openclaw/20260228104204-我有 3 个朋友，用这个免费 AI 工具，每月多赚 2 万-en.md | 匹配关键词: ai
✅ 成功 | ai/openclaw/20260228104204-别再花钱买 AI 工具了.md | 匹配关键词: ai
✅ 成功 | ai/openclaw/20260228104204-别再花钱买 AI 工具了-en.md | 匹配关键词: ai
✅ 成功 | ai/openclaw/20260228104204-OpenClaw 用了几次就欠费.md | 匹配关键词: default
✅ 成功 | ai/openclaw/20260228104204-OpenClaw 用了几次就欠费-en.md | 匹配关键词: default
✅ 成功 | ai/openclaw/20260228094300-OpenClaw-让我感受到了活着的美好.md | 匹配关键词: default
✅ 成功 | ai/openclaw/20260228094300-OpenClaw-让我感受到了活着的美好-en.md | 匹配关键词: default
✅ 成功 | ai/openclaw/20260228090300-OpenClaw-新人学习指南.md-en.md | 匹配关键词: default
✅ 成功 | ai/openclaw/20260228090300-OpenClaw-新人学习指南.md | 匹配关键词: default
✅ 成功 | ai/openclaw/20260228090300-OpenClaw-新人学习指南-en.md | 匹配关键词: default
✅ 成功 | ai/openclaw/20260228085400-OpenClaw-多通道AI网关.md | 匹配关键词: ai
✅ 成功 | ai/openclaw/20260228085400-OpenClaw-多通道AI网关-en.md | 匹配关键词: ai
✅ 成功 | ai/openclaw/20260228010501-真正的AI助手.md | 匹配关键词: ai
✅ 成功 | ai/openclaw/20260228010501-真正的AI助手-en.md | 匹配关键词: ai
✅ 成功 | ai/openclaw/20260228010500-使用水平分析.md | 匹配关键词: default
✅ 成功 | ai/openclaw/20260228010500-使用水平分析-en.md | 匹配关键词: default
❌ 跳过 | ai/ai-study-line-en.md | 无frontmatter
✅ 成功 | ai/20260427-hate-marketing-why-content-speaks-for-itself.md | 匹配关键词: default
✅ 成功 | ai/20260421-student-free-ai-guide.md | 匹配关键词: ai
✅ 成功 | ai/20260421-startup-team-ai-guide.md | 匹配关键词: ai
✅ 成功 | ai/20260421-salary-5000-to-50000-story.md | 匹配关键词: default
✅ 成功 | ai/20260421-free-ai-api-compare.md | 匹配关键词: ai
✅ 成功 | ai/20260421-enterprise-ai-selection-guide.md | 匹配关键词: ai
✅ 成功 | ai/20260421-developer-save-money-guide.md | 匹配关键词: default
✅ 成功 | ai/20260421-ai-model-ability-compare.md | 匹配关键词: ai
✅ 成功 | ai/20260421-ai-coding-tools-compare.md | 匹配关键词: ai
✅ 成功 | ai/20260421-ai-agent-workflow-guide.md | 匹配关键词: ai
✅ 成功 | ai/20260421-30yo-fire-story.md | 匹配关键词: default
✅ 成功 | ai/20260421-30yo-fire-story-en.md | 匹配关键词: default
❌ 跳过 | ai/20260414-x-vs-wechat-ai-programmer-guide.md | 无frontmatter
❌ 跳过 | ai/20260414-musk-x-wechat-competitor-news.md | 无frontmatter
✅ 成功 | ai/20250210-禁止使用ds的国家-en.md | 匹配关键词: default
✅ 成功 | ai-tools/tool-reviews/trae/20260412-trae-vs-cursor-windsurf.md | 匹配关键词: default
❌ 跳过 | ai-tools/tool-reviews/trae/20260412-trae-vs-cursor-windsurf-en.md | 无frontmatter
❌ 跳过 | ai-tools/tool-reviews/trae/20260412-trae-free-vs-paid.md | 无frontmatter
❌ 跳过 | ai-tools/tool-reviews/trae/20260412-trae-free-vs-paid-en.md | 无frontmatter
❌ 跳过 | ai-tools/tool-reviews/trae/20260412-trae-alternative-volc-coding-plan.md | 无frontmatter
❌ 跳过 | ai-tools/tool-reviews/trae/20260412-trae-alternative-volc-coding-plan-en.md | 无frontmatter
❌ 跳过 | ai-tools/tool-reviews/ark-fangzhou-coding-plan/20260412-ark-fangzhou-36-yuan-not-enough.md | 无frontmatter
❌ 跳过 | ai-tools/tool-reviews/ark-fangzhou-coding-plan/20260412-ark-fangzhou-36-yuan-not-enough-en.md | 无frontmatter
❌ 跳过 | ai-tools/tool-reviews/README.md | 无frontmatter
❌ 跳过 | ai-tools/tool-reviews/20260415-workbuddy-expert-mode.md | 无frontmatter
❌ 跳过 | ai-tools/tool-reviews/20260415-workbuddy-expert-mode-en.md | 无frontmatter
❌ 跳过 | ai-tools/tool-reviews/20260415-coding-plan-compare-12-providers.md | 无frontmatter
❌ 跳过 | ai-tools/tool-reviews/20260415-coding-plan-compare-12-providers-en.md | 无frontmatter
❌ 跳过 | ai-tools/tool-reviews/000-评测文章模板.md | 无frontmatter
❌ 跳过 | ai-tools/20260415-ai-tools-nav-100-plus.md | 无frontmatter
❌ 跳过 | ai-tools/20260415-ai-tools-nav-100-plus-en.md | 无frontmatter
❌ 跳过 | ai-skills/video-scripts/README.md | 无frontmatter
❌ 跳过 | ai-skills/video-scripts/README-en.md | 无frontmatter
✅ 成功 | ai-skills/skill-tutorials/20260406-pdf-merge-skill-en.md | 匹配关键词: default
✅ 成功 | ai-skills/skill-tutorials/20260406-invoice-ocr-skill-en.md | 匹配关键词: default
✅ 成功 | ai-skills/skill-tutorials/20260406-excel-merge-skill-en.md | 匹配关键词: default
✅ 成功 | ai-skills/skill-tutorials/20260406-daily-report-skill-en.md | 匹配关键词: ai
✅ 成功 | ai-skills/product/9.9-ai-office-handbook/README.md | 匹配关键词: default
✅ 成功 | ai-skills/platform-guides/20260406-platform-comparison-en.md | 匹配关键词: default
✅ 成功 | ai-skills/platform-guides/20260406-openclaw-skill-guide-en.md | 匹配关键词: default
✅ 成功 | ai-skills/platform-guides/20260406-feishu-cli-guide-en.md | 匹配关键词: default
✅ 成功 | ai-skills/platform-guides/20260406-coze-skill-guide-en.md | 匹配关键词: default
✅ 成功 | ai-skills/course-beginner-to-pro/README.md | 匹配关键词: default
✅ 成功 | ai-skills/course-beginner-to-pro/README-en.md | 匹配关键词: default
✅ 成功 | ai-skills/course-beginner-to-pro/08-monetization/20260406-32-startup-en.md | 匹配关键词: default
✅ 成功 | ai-skills/course-beginner-to-pro/08-monetization/20260406-31-branding-en.md | 匹配关键词: default
✅ 成功 | ai-skills/course-beginner-to-pro/06-projects/20260406-26-review-en.md | 匹配关键词: default
✅ 成功 | ai-skills/course-beginner-to-pro/06-projects/20260406-25-hr-dev-en.md | 匹配关键词: default
✅ 成功 | ai-skills/course-beginner-to-pro/06-projects/20260406-24-hr-req-en.md | 匹配关键词: default
✅ 成功 | ai-skills/course-beginner-to-pro/06-projects/20260406-22-finance-req-en.md | 匹配关键词: default
✅ 成功 | ai-skills/course-beginner-to-pro/05-advanced/20260406-21-performance-en.md | 匹配关键词: default
✅ 成功 | ai-skills/course-beginner-to-pro/05-advanced/20260406-20-security-en.md | 匹配关键词: default
✅ 成功 | ai-skills/course-beginner-to-pro/05-advanced/20260406-19-data-en.md | 匹配关键词: data
✅ 成功 | ai-skills/course-beginner-to-pro/05-advanced/20260406-18-multi-platform-en.md | 匹配关键词: default
✅ 成功 | ai-skills/course-beginner-to-pro/04-practice/20260406-17-email-en.md | 匹配关键词: ai
✅ 成功 | ai-skills/course-beginner-to-pro/04-practice/20260406-16-ocr-en.md | 匹配关键词: default
✅ 成功 | ai-skills/course-beginner-to-pro/04-practice/20260406-15-word-en.md | 匹配关键词: default
✅ 成功 | ai-skills/course-beginner-to-pro/04-practice/20260406-14-ppt-en.md | 匹配关键词: default
✅ 成功 | ai-skills/course-beginner-to-pro/04-practice/20260406-13-pdf-en.md | 匹配关键词: default
✅ 成功 | ai-skills/course-beginner-to-pro/04-practice/20260406-12-excel-en.md | 匹配关键词: default
✅ 成功 | ai-skills/course-beginner-to-pro/03-platforms/20260406-10-feishu-deep-dive-en.md | 匹配关键词: default
✅ 成功 | ai-skills/course-beginner-to-pro/03-platforms/20260406-09-openclaw-practice-en.md | 匹配关键词: default
✅ 成功 | ai-skills/course-beginner-to-pro/03-platforms/20260406-08-openclaw-deep-dive-en.md | 匹配关键词: default
✅ 成功 | ai-skills/course-beginner-to-pro/03-platforms/20260406-07-coze-practice-en.md | 匹配关键词: default
✅ 成功 | ai-skills/course-beginner-to-pro/03-platforms/20260406-06-coze-deep-dive-en.md | 匹配关键词: default
✅ 成功 | ai-skills/course-beginner-to-pro/02-basics/20260406-04-hello-world-en.md | 匹配关键词: default
✅ 成功 | ai-skills/course-beginner-to-pro/02-basics/20260406-03-core-concepts-en.md | 匹配关键词: default
✅ 成功 | ai-skills/course-beginner-to-pro/01-introduction/20260406-02-skill-ecosystem-en.md | 匹配关键词: default
✅ 成功 | ai-skills/README.md | 匹配关键词: default
✅ 成功 | ai-skills/README-en.md | 匹配关键词: default
✅ 成功 | ads/读者群/20240721-4年前-en.md | 匹配关键词: default
✅ 成功 | ads/程序员晚枫-en.md | 匹配关键词: default
✅ 成功 | ads/清华出版社/20250105-软件开发的艺术-en.md | 匹配关键词: default
✅ 成功 | ads/广告汇总-en.md | 匹配关键词: default
✅ 成功 | ads/zhipu/20260422-zhipu-glm-coding-plan-who-should-use.md | 匹配关键词: default
✅ 成功 | ads/zhipu/20260422-zhipu-glm-coding-plan-who-should-use-en.md | 匹配关键词: default
✅ 成功 | ads/zhipu/20260422-zhipu-glm-coding-plan-tutorial.md | 匹配关键词: default
✅ 成功 | ads/zhipu/20260422-zhipu-glm-coding-plan-tutorial-en.md | 匹配关键词: default
✅ 成功 | ads/zhipu/20260422-zhipu-glm-coding-plan-intro.md | 匹配关键词: default
✅ 成功 | ads/zhipu/20260422-zhipu-glm-coding-plan-intro-en.md | 匹配关键词: default
✅ 成功 | ads/zhihu/20240828-国内AI应用-en.md | 匹配关键词: ai
✅ 成功 | ads/yidong/20260422-yidong-cloud-coding-plan-who-should-use.md | 匹配关键词: default
✅ 成功 | ads/yidong/20260422-yidong-cloud-coding-plan-who-should-use-en.md | 匹配关键词: default
✅ 成功 | ads/yidong/20260422-yidong-cloud-coding-plan-tutorial.md | 匹配关键词: default
✅ 成功 | ads/yidong/20260422-yidong-cloud-coding-plan-tutorial-en.md | 匹配关键词: default
✅ 成功 | ads/yidong/20260422-yidong-cloud-coding-plan-intro.md | 匹配关键词: default
✅ 成功 | ads/yidong/20260422-yidong-cloud-coding-plan-intro-en.md | 匹配关键词: default
✅ 成功 | ads/xunfei/20260423-iflytek-spark-vs-huoshuanfangzhou.md | 匹配关键词: spark
✅ 成功 | ads/xunfei/20260423-iflytek-spark-vs-huoshuanfangzhou-en.md | 匹配关键词: spark
✅ 成功 | ads/xunfei/20260423-iflytek-spark-coding-plan-price.md | 匹配关键词: spark
✅ 成功 | ads/xunfei/20260423-iflytek-spark-coding-plan-price-en.md | 匹配关键词: spark
✅ 成功 | ads/xunfei/20260423-iflytek-spark-coding-plan-open.md | 匹配关键词: spark
✅ 成功 | ads/xunfei/20260423-iflytek-spark-coding-plan-open-en.md | 匹配关键词: spark
✅ 成功 | ads/xunfei/20260422-iflytek-spark-coding-plan-who-should-use.md | 匹配关键词: spark
✅ 成功 | ads/xunfei/20260422-iflytek-spark-coding-plan-who-should-use-en.md | 匹配关键词: spark
✅ 成功 | ads/xunfei/20260422-iflytek-spark-coding-plan-tutorial.md | 匹配关键词: spark
✅ 成功 | ads/xunfei/20260422-iflytek-spark-coding-plan-tutorial-en.md | 匹配关键词: spark
✅ 成功 | ads/xunfei/20260422-iflytek-spark-coding-plan-intro.md | 匹配关键词: spark
✅ 成功 | ads/xunfei/20260422-iflytek-spark-coding-plan-intro-en.md | 匹配关键词: spark
✅ 成功 | ads/xiaomi/20260422-xiaomi-mimo-coding-plan-who-should-use.md | 匹配关键词: default
✅ 成功 | ads/xiaomi/20260422-xiaomi-mimo-coding-plan-who-should-use-en.md | 匹配关键词: default
✅ 成功 | ads/xiaomi/20260422-xiaomi-mimo-coding-plan-tutorial.md | 匹配关键词: default
✅ 成功 | ads/xiaomi/20260422-xiaomi-mimo-coding-plan-tutorial-en.md | 匹配关键词: default
✅ 成功 | ads/xiaomi/20260422-xiaomi-mimo-coding-plan-intro.md | 匹配关键词: default
✅ 成功 | ads/xiaomi/20260422-xiaomi-mimo-coding-plan-intro-en.md | 匹配关键词: default
✅ 成功 | ads/tencent/tokenplan/20260422-why-switch-domestic.md | 匹配关键词: default
❌ 跳过 | ads/tencent/tokenplan/20260422-tokenplan-vs-volcano.md | 无frontmatter
❌ 跳过 | ads/tencent/tokenplan/20260422-tokenplan-for-student.md | 无frontmatter
✅ 成功 | ads/tencent/tokenplan/20260422-coding-plan-upgrade-notice.md | 匹配关键词: default
❌ 跳过 | ads/tencent/tokenplan/20260422-aliyun-vs-tencent-tokenplan.md | 无frontmatter
❌ 跳过 | ads/tencent/tokenplan/20260416-claude-code-tokenplan-model.md | 无frontmatter
❌ 跳过 | ads/tencent/tokenplan/20260416-claude-code-tokenplan-free.md | 无frontmatter
❌ 跳过 | ads/tencent/tokenplan/20260416-claude-code-tokenplan-cheaper.md | 无frontmatter
❌ 跳过 | ads/tencent/tokenplan/20260411-mbti-ai-coding-5-faq.md | 无frontmatter
❌ 跳过 | ads/tencent/tokenplan/20260411-mbti-ai-coding-4-comparison.md | 无frontmatter
❌ 跳过 | ads/tencent/tokenplan/20260411-mbti-ai-coding-3-business.md | 无frontmatter
❌ 跳过 | ads/tencent/tokenplan/20260411-mbti-ai-coding-1-intro.md | 无frontmatter
❌ 跳过 | ads/tencent/tokenplan/20260411-ai-nav-launch.md | 无frontmatter
✅ 成功 | ads/tencent/tokenplan/20260410-tencent-tokenplan-vs-codingplan.md | 匹配关键词: default
✅ 成功 | ads/tencent/tokenplan/20260410-tencent-tokenplan-faq.md | 匹配关键词: default
✅ 成功 | ads/tencent/tokenplan/20260410-tencent-tokenplan-complete-guide.md | 匹配关键词: default
❌ 跳过 | ads/tencent/tokenplan/20260410-cloud-price-rise-ai-coding.md | 无frontmatter
✅ 成功 | ads/tencent/openclaw/20260408-tencent-openclaw-zhengzhou.md | 匹配关键词: default
✅ 成功 | ads/tencent/openclaw/20260408-tencent-openclaw-vs-others.md | 匹配关键词: default
✅ 成功 | ads/tencent/openclaw/20260408-tencent-openclaw-deploy-guide.md | 匹配关键词: default
✅ 成功 | ads/tencent/openclaw/20260408-tencent-openclaw-business-case.md | 匹配关键词: default
✅ 成功 | ads/tencent/Workuddy/郑州/0410-ppt.md | 匹配关键词: default
✅ 成功 | ads/tencent/Workuddy/how-to-opc.md | 匹配关键词: default
✅ 成功 | ads/tencent/Workuddy/articles/20260407-qclaw-vs-workbuddy.md | 匹配关键词: default
✅ 成功 | ads/tencent/Workuddy/articles/20260407-lobster-class-zhengzhou.md | 匹配关键词: default
✅ 成功 | ads/tencent/Workuddy/20230407-opc.md | 匹配关键词: default
✅ 成功 | ads/tencent/260425-腾讯混元3-Preview发布-三个月推倒重建-这次有点不一样.md | 匹配关键词: default
✅ 成功 | ads/tencent/20260423-tencent-vs-huoshuanfangzhou.md-en.md | 匹配关键词: default
✅ 成功 | ads/tencent/20260423-tencent-vs-huoshuanfangzhou.md | 匹配关键词: default
✅ 成功 | ads/tencent/20260423-tencent-vs-aliyun.md-en.md | 匹配关键词: default
✅ 成功 | ads/tencent/20260423-tencent-vs-aliyun.md | 匹配关键词: default
✅ 成功 | ads/tencent/20260423-tencent-cloud-coding-plan-who.md-en.md | 匹配关键词: default
✅ 成功 | ads/tencent/20260423-tencent-cloud-coding-plan-who.md | 匹配关键词: default
✅ 成功 | ads/tencent/20260423-tencent-cloud-coding-plan-update.md-en.md | 匹配关键词: default
✅ 成功 | ads/tencent/20260423-tencent-cloud-coding-plan-update.md | 匹配关键词: default
✅ 成功 | ads/tencent/20260423-tencent-cloud-coding-plan-student.md-en.md | 匹配关键词: default
✅ 成功 | ads/tencent/20260423-tencent-cloud-coding-plan-student.md | 匹配关键词: default
✅ 成功 | ads/tencent/20260423-tencent-cloud-coding-plan-save-money.md-en.md | 匹配关键词: default
✅ 成功 | ads/tencent/20260423-tencent-cloud-coding-plan-save-money.md | 匹配关键词: default
✅ 成功 | ads/tencent/20260423-tencent-cloud-coding-plan-price.md-en.md | 匹配关键词: default
✅ 成功 | ads/tencent/20260423-tencent-cloud-coding-plan-price.md | 匹配关键词: default
✅ 成功 | ads/tencent/20260423-tencent-cloud-coding-plan-open.md-en.md | 匹配关键词: default
✅ 成功 | ads/tencent/20260423-tencent-cloud-coding-plan-open.md | 匹配关键词: default
✅ 成功 | ads/tencent/20260423-tencent-cloud-coding-plan-faq.md-en.md | 匹配关键词: default
✅ 成功 | ads/tencent/20260423-tencent-cloud-coding-plan-faq.md | 匹配关键词: default
✅ 成功 | ads/tencent/20260422-tencent-cloud-coding-plan-who-should-use.md-en.md | 匹配关键词: default
✅ 成功 | ads/tencent/20260422-tencent-cloud-coding-plan-who-should-use.md | 匹配关键词: default
✅ 成功 | ads/tencent/20260422-tencent-cloud-coding-plan-tutorial.md-en.md | 匹配关键词: default
✅ 成功 | ads/tencent/20260422-tencent-cloud-coding-plan-tutorial.md | 匹配关键词: default
✅ 成功 | ads/tencent/20260422-tencent-cloud-coding-plan-intro.md-en.md | 匹配关键词: default
✅ 成功 | ads/tencent/20260422-tencent-cloud-coding-plan-intro.md | 匹配关键词: default
✅ 成功 | ads/python虚拟机-en.md | 匹配关键词: python
✅ 成功 | ads/openrouter/20260422-openrouter-coding-plan-who-should-use.md | 匹配关键词: default
✅ 成功 | ads/openrouter/20260422-openrouter-coding-plan-who-should-use-en.md | 匹配关键词: default
✅ 成功 | ads/openrouter/20260422-openrouter-coding-plan-tutorial.md | 匹配关键词: default
✅ 成功 | ads/openrouter/20260422-openrouter-coding-plan-tutorial-en.md | 匹配关键词: default
✅ 成功 | ads/openrouter/20260422-openrouter-coding-plan-intro.md | 匹配关键词: default
✅ 成功 | ads/openrouter/20260422-openrouter-coding-plan-intro-en.md | 匹配关键词: default
✅ 成功 | ads/moonshot/20260422-moonshot-kimi-coding-plan-who-should-use.md | 匹配关键词: default
✅ 成功 | ads/moonshot/20260422-moonshot-kimi-coding-plan-who-should-use-en.md | 匹配关键词: default
✅ 成功 | ads/moonshot/20260422-moonshot-kimi-coding-plan-tutorial.md | 匹配关键词: default
✅ 成功 | ads/moonshot/20260422-moonshot-kimi-coding-plan-tutorial-en.md | 匹配关键词: default
✅ 成功 | ads/moonshot/20260422-moonshot-kimi-coding-plan-intro.md | 匹配关键词: default
✅ 成功 | ads/moonshot/20260422-moonshot-kimi-coding-plan-intro-en.md | 匹配关键词: default
✅ 成功 | ads/minimax/20260427-minimax-vs-copilot-26-yuan.md | 匹配关键词: default
✅ 成功 | ads/minimax/20260427-minimax-student-guide.md | 匹配关键词: default
✅ 成功 | ads/minimax/20260427-minimax-low-income-guide.md | 匹配关键词: default
✅ 成功 | ads/minimax/20260427-minimax-26-yuan-month.md | 匹配关键词: default
❌ 跳过 | ads/minimax/20260422-minimax-vs-zhipu-en.md | 无frontmatter
❌ 跳过 | ads/minimax/20260422-minimax-vs-volcengine-en.md | 无frontmatter
❌ 跳过 | ads/minimax/20260422-minimax-vs-tencent-en.md | 无frontmatter
❌ 跳过 | ads/minimax/20260422-minimax-vs-kimi-en.md | 无frontmatter
❌ 跳过 | ads/minimax/20260422-minimax-vs-iflytek-en.md | 无frontmatter
❌ 跳过 | ads/minimax/20260422-minimax-vs-huawei-en.md | 无frontmatter
❌ 跳过 | ads/minimax/20260422-minimax-vs-deepseek-en.md | 无frontmatter
❌ 跳过 | ads/minimax/20260422-minimax-vs-baidu-en.md | 无frontmatter
❌ 跳过 | ads/minimax/20260422-minimax-vs-azure-en.md | 无frontmatter
❌ 跳过 | ads/minimax/20260422-minimax-vs-aliyun-en.md | 无frontmatter
❌ 跳过 | ads/minimax/20260422-minimax-token-plan-vs-volcano-en.md | 无frontmatter
❌ 跳过 | ads/minimax/20260422-minimax-token-plan-student-en.md | 无frontmatter
❌ 跳过 | ads/minimax/20260422-minimax-token-plan-recommend-en.md | 无frontmatter
❌ 跳过 | ads/minimax/20260422-minimax-token-plan-pricing-en.md | 无frontmatter
❌ 跳过 | ads/minimax/20260422-minimax-token-plan-lobster-en.md | 无frontmatter
❌ 跳过 | ads/minimax/20260422-minimax-token-plan-harmes-en.md | 无frontmatter
❌ 跳过 | ads/minimax/20260422-minimax-token-plan-api-en.md | 无frontmatter
✅ 成功 | ads/minimax/20260422-minimax-coding-plan-who-should-use.md | 匹配关键词: default
✅ 成功 | ads/minimax/20260422-minimax-coding-plan-who-should-use-en.md | 匹配关键词: default
✅ 成功 | ads/minimax/20260422-minimax-coding-plan-tutorial.md | 匹配关键词: default
✅ 成功 | ads/minimax/20260422-minimax-coding-plan-tutorial-en.md | 匹配关键词: default
✅ 成功 | ads/minimax/20260422-minimax-coding-plan-intro.md | 匹配关键词: default
✅ 成功 | ads/minimax/20260422-minimax-coding-plan-intro-en.md | 匹配关键词: default
✅ 成功 | ads/marscode/20241211-项目文档-en.md | 匹配关键词: default
✅ 成功 | ads/marscode/20241205-贪吃蛇-en.md | 匹配关键词: default
✅ 成功 | ads/jd/20260422-jd-cloud-coding-plan-who-should-use.md | 匹配关键词: default
✅ 成功 | ads/jd/20260422-jd-cloud-coding-plan-who-should-use-en.md | 匹配关键词: default
✅ 成功 | ads/jd/20260422-jd-cloud-coding-plan-tutorial.md | 匹配关键词: default
✅ 成功 | ads/jd/20260422-jd-cloud-coding-plan-tutorial-en.md | 匹配关键词: default
✅ 成功 | ads/jd/20260422-jd-cloud-coding-plan-intro.md | 匹配关键词: default
✅ 成功 | ads/jd/20260422-jd-cloud-coding-plan-intro-en.md | 匹配关键词: default
✅ 成功 | ads/huawei/20260422-huawei-vs-zhipu-coding-plan.md-en.md | 匹配关键词: default
✅ 成功 | ads/huawei/20260422-huawei-vs-zhipu-coding-plan.md | 匹配关键词: default
✅ 成功 | ads/huawei/20260422-huawei-vs-zhipu-coding-plan-en.md | 匹配关键词: default
✅ 成功 | ads/huawei/20260422-huawei-vs-yidong-coding-plan.md-en.md | 匹配关键词: default
✅ 成功 | ads/huawei/20260422-huawei-vs-yidong-coding-plan.md | 匹配关键词: default
✅ 成功 | ads/huawei/20260422-huawei-vs-yidong-coding-plan-en.md | 匹配关键词: default
✅ 成功 | ads/huawei/20260422-huawei-vs-xunfei-coding-plan.md-en.md | 匹配关键词: default
✅ 成功 | ads/huawei/20260422-huawei-vs-xunfei-coding-plan.md | 匹配关键词: default
✅ 成功 | ads/huawei/20260422-huawei-vs-xunfei-coding-plan-en.md | 匹配关键词: default
✅ 成功 | ads/huawei/20260422-huawei-vs-xiaomi-coding-plan.md-en.md | 匹配关键词: default
✅ 成功 | ads/huawei/20260422-huawei-vs-xiaomi-coding-plan.md | 匹配关键词: default
✅ 成功 | ads/huawei/20260422-huawei-vs-xiaomi-coding-plan-en.md | 匹配关键词: default
✅ 成功 | ads/huawei/20260422-huawei-vs-tencent-coding-plan.md-en.md | 匹配关键词: default
✅ 成功 | ads/huawei/20260422-huawei-vs-tencent-coding-plan.md | 匹配关键词: default
✅ 成功 | ads/huawei/20260422-huawei-vs-tencent-coding-plan-en.md | 匹配关键词: default
✅ 成功 | ads/huawei/20260422-huawei-vs-openrouter-coding-plan.md-en.md | 匹配关键词: default
✅ 成功 | ads/huawei/20260422-huawei-vs-openrouter-coding-plan.md | 匹配关键词: default
✅ 成功 | ads/huawei/20260422-huawei-vs-openrouter-coding-plan-en.md | 匹配关键词: default
✅ 成功 | ads/huawei/20260422-huawei-vs-moonshot-coding-plan.md-en.md | 匹配关键词: default
✅ 成功 | ads/huawei/20260422-huawei-vs-moonshot-coding-plan.md | 匹配关键词: default
✅ 成功 | ads/huawei/20260422-huawei-vs-moonshot-coding-plan-en.md | 匹配关键词: default
✅ 成功 | ads/huawei/20260422-huawei-vs-minimax-coding-plan.md-en.md | 匹配关键词: default
✅ 成功 | ads/huawei/20260422-huawei-vs-minimax-coding-plan.md | 匹配关键词: default
✅ 成功 | ads/huawei/20260422-huawei-vs-minimax-coding-plan-en.md | 匹配关键词: default
✅ 成功 | ads/huawei/20260422-huawei-vs-jd-coding-plan.md-en.md | 匹配关键词: default
✅ 成功 | ads/huawei/20260422-huawei-vs-jd-coding-plan.md | 匹配关键词: default
✅ 成功 | ads/huawei/20260422-huawei-vs-jd-coding-plan-en.md | 匹配关键词: default
✅ 成功 | ads/huawei/20260422-huawei-vs-deepseek-coding-plan.md-en.md | 匹配关键词: default
✅ 成功 | ads/huawei/20260422-huawei-vs-deepseek-coding-plan.md | 匹配关键词: default
✅ 成功 | ads/huawei/20260422-huawei-vs-deepseek-coding-plan-en.md | 匹配关键词: default
✅ 成功 | ads/huawei/20260422-huawei-vs-bytedance-coding-plan.md-en.md | 匹配关键词: default
✅ 成功 | ads/huawei/20260422-huawei-vs-bytedance-coding-plan.md | 匹配关键词: default
✅ 成功 | ads/huawei/20260422-huawei-vs-bytedance-coding-plan-en.md | 匹配关键词: default
✅ 成功 | ads/huawei/20260422-huawei-vs-baidu-coding-plan.md-en.md | 匹配关键词: ai
✅ 成功 | ads/huawei/20260422-huawei-vs-baidu-coding-plan.md | 匹配关键词: ai
✅ 成功 | ads/huawei/20260422-huawei-vs-baidu-coding-plan-en.md | 匹配关键词: ai
✅ 成功 | ads/huawei/20260422-huawei-vs-azure-coding-plan.md-en.md | 匹配关键词: default
